content	score
喜欢三国的朋友可以去看看，加强了对三国时期人物的理解。很多轶事可以在这得到更详尽的说明。各种雕塑惟妙惟肖，让人流连忘返。	1
纪念诸葛武侯的地方，喜欢三国的一定不能错过，价格比较贵。武侯祠里是没有刘禅的像的，但是有刘禅儿子的雕像。扶不起的阿斗没地位啊。	1
亲子游不错，就是人太多，组织不太好。标识不明显	0
大巴停在电梯口让你以为是入口去买票，然而走石阶下去比排队更快，最后如果不是真的很累的话，不要花15块冤枉钱坐电瓶车走那1公里的上坡路了ps:里面2处厕所(没记错的话)，寥寥可数的能坐的地方有很多抬轿子的人。	0
本身文化底蕴不够，觉得单纯的古迹知识量好大！	1
来成都不得不去的地方，携程预定比直接买票便宜，很划算，兑票方便，紧临锦里，可以一起玩	1
玩的不错，挺好玩的不错，挺好玩的不错，挺好	1
一直很喜欢三国的故事，尤其是喜欢诸葛亮，且女儿正在学隆中对和前出师表，所以特意选了武侯祠，可惜人太多没请到讲解，自己看总是少点韵味，以后的朋友可以请讲解或租个讲解器	1
景区都是电子导游，讲历史的景点感觉还是人工讲的更有感觉，景区不打，门票是淡季划算了好多	1
这个很赞，省去了排队买票之苦你是想象不到节假日武侯祠锦里如果有庙会灯会大排长龙之苦的，网络取票我的体验是1分钟解决，报验证码取票很方便	1
感觉有点太商业化，远观比较好看。就是山城的。	0
离锦里很近，周边好玩的，好吃的都挺都，节假日人更是多	1
刘关张3个人的故事，正好春节有庙会，景点出口就是锦里，逛完就可以吃	1
带孩子玩，孩子非常喜欢玩得开心总体好评	1
还不错，对小朋友了解历史有一定帮助	1
完全是侮辱关二爷们 搞这么个武侯祠 圈地骗钱 不应该收门票还差不多。         .......	1
不错的 很棒 有比较不错的游玩体验	1
没有传说中的好的而且走的很累，带孩子的千万不要去肯定会后悔的。真心话去没意思还没在照片上好看了，没去觉得好会后悔，去了后悔一辈子。	0
网上订票很方便，取票在大门左手边约20米处，也很方便，不用排队。据说周六周日人多，恰巧不是，所以不用人挤人也不错。订了3D智能解说，声音内容都可以，那个界面需要优化改进哦，进去后不容易找到播放，几次都退出重新进入。	1
非常挤，非常挤，完全不值得去，浪费时间啊	0
石刻不是很多，但比较集中，下了高速还要走好一阵，门票也很贵。	0
景色不错，好玩，不用取票，扫身份证直接入门	1
夜游两江的时候，看了洪崖洞，马马虎虎的夜景	0
很全面，讲解说话清晰，主要是景点内有免费讲解	1
还不错	1
总体感觉不错，有园林的感觉，地方不大，两个小时能逛完。	1
仅靠成都最有名甚至全国最有名的小吃街锦里，不知是谁促成了谁！内有三国最有名的蜀国大将，也有很多其它武将，武侯祠不是太大，属于中规中矩吧！	1
电子购票带给我们好多便利，不用排队！	1
无线太牛了！信号超好呀，速度比我的4G还厉害！我都忘了夸景点了，让这个无线震到了！	1
三国迷的好去处 只是我们去的时候正好赶上文物区保护关闭 整圈看了下现代人制造的三国 有些许乏味 感觉不值票价了 经典处有多个出入口通向公园和锦里老街 就是网上购票需要去一个单独处取票 有些不方便	1
步行街附近还是挺繁华的，这边有很多不错的小吃呢，亲们可以好好品尝一下。夜色下的解放碑也是不错看的。	0
可以的可以的，比现场买便宜多了	1
重庆渣滓洞是一个爱国主义教育基地了，我们很多人都是从课本中了解这个地方，带孩子来学学先烈的事迹，不忘初心，也是很有意义的一件事情。重庆市内有公交车前往，交通还算得上方便，不收门票，性价比还算不错。	0
在我很小的时候参观过渣滓洞，当时看了披麻戴孝那些刑具到现在印象都非常深刻。白公馆据导游介绍是关押更高级别革命者的地方。我们耳熟能详的小萝卜头，江姐，还有杨虎城将军都在这里关押和遇害。里面其实很小，有个二层小楼，通过一个狭窄的楼梯到二楼又关闭无法参观，人还特别多。基本就没有看到什么东西，我想参观的目的主要还是教育意义吧。	0
特色就是人山人海……衬托得景色都渺小了，到景区堵完人，出门再堵几个小时车就是体验。	0
历史悠久，环境宜人，离锦里特别特别近，一墙之隔，值得一去	1
去了很失望‘没有看见雪’并且滑雪那里消费太贵‘都是人工造雪	0
方便快捷，去的路上订好，到那直接拿票	1
其实很好，就是有点贵，园子不算大，居然要六十元。小时候武侯祠和南郊公园连起来的，能玩一整天。现在腊梅已经基本没了，海棠（那是吧）红梅什么的接上了。	1
可以去一次的地方，人很太多了，卖的纪念品有特色	1
【购票】可以在在景区门口购票或网上订票，到景区门口20m处领取门票即可。【导游】可以租导览耳机，20块钱一次，走到哪里讲解哪里，跟踪并不太准。【景色】景区内的匾联很值得仔细玩味，并不建议周末或节假日前往，错开高峰宁静地欣赏最好。【配套】商品部售卖匾联碑帖和纪念品等，但没有三国相关书籍，一墙之隔便是锦鲤，下午逛完武侯祠可以直接去锦里吃晚餐或泡吧。	1
不虚此行，滑雪超级棒，日月坪上的雪景简直美到极致	1
网上预订5折，赞取票撞了进团体领票的询问……服务态度太臭了，今时今日这等服务态度能存活多久？必须整改！	1
很不错。。。。。。。。。。。。	1
很好看，三国人物，但园区小。	1
很有意义的一个历史景点，对了解三国很有帮助，儿子特别喜欢。	1
排队两小时，来回十分钟！设施陈旧，效率低下，绝对不值得去！	0
建筑布局美观和谐，庭院内矗立着参天古树，环境幽静雅致。成都武侯祠现分文物区（三国历史遗迹区）、园林区（三国文化体验区）和锦里（锦里民俗区）	1
成都旅游的必看景点之一，历史的名胜。	1
很不错，滑雪场挺棒的，儿童玩的设备也比较多，就是人多	1
文化底蕴超级强哦 喜欢三国的小伙伴一定要去哦	1
诸葛亮的相关的东西，有很多三国时期的人物雕像，院子不大，基本上一会儿就兜完了，没去过的可以看看……还有桃园三结义的刘关张	1
要有一点历史知识再去细细品味的话会更好	1
排队三小时，过江3分钟，景色和体验极其一般，非常不推荐，若想看同样景色，漫步跨江大桥即可！	0
武隆天坑真的坑！没有石海洞乡好玩。	0
距离不远，门票也不是太贵，周围小吃很多，旁边还有一家火锅店值得一去	1
无论楼盖多高 总还是脱不掉城乡结合部的感觉	0
精忠报国的忠良代表，传颂至今的精神。	1
太阳 月亮产房都没开，只看到了成年和亚成年熊猫	0
景色不错，但是没多少熊猫看，很多地方都不开放，从广州到成都兴致勃勃的去看大熊猫，我们两个门票好像是80块，就只看到两只大熊猫，几只小熊猫。还不如广州动物园花16块钱看呢。	0
非常棒，环境好还可以学习很多历史知识，旁边就是锦里，逛累了正好去吃成都小吃	1
挺方便的，刷身份证就可以了。我在西岭雪山住了两个晚上，滑了两次雪，晚上一次，白天一次，感觉晚上升价比高些，西岭雪山真的是一个值得推荐的地方	1
这里有很多大型的奢侈品门店 走过去就是洪崖洞 可以当锻炼步行 专门去的话除非购物吧 不然意义不大我个人觉得	0
重温三国文化，园内讲解内容待改进	1
春节期间排队3小时，就为了收入？怎么不限流？	0
洪崖洞那里的炒菜馆太他妈的坑人了，价格贵的要死，量少的没法说，菜单写的和烧出来的差别很大，去玩的游客千万不要吃那里的炒菜。	0
去这种景点之前最好阅读一下背景时期的书，了解历史会更有感触。	1
西岭雪山雪景很美，娱乐项目也特别的多	1
玩是很好玩雪也很多，但是排队太久了光排队就是半天	1
到西岭雪山因为天气比较冷我们穿着厚的衣衫，裹得象棕子一样，在雪地里撤欢。	1
还行，对于三国历史了解有帮助。	1
空气环境不错，8月桂花祝䃼鼻。更深入的了解伟大诗人的生活起居	1
家乡的美景，在唐代大诗人杜甫的名句窗含西岭千秋雪，门泊东吴万里船，真实写照，，建议大家早上起来看云海日出，是美好生活的一天	1
去的时候有一两个小馆在装修没有开，里面绿绿葱葱的，不过基本上都是三国的雕塑和石像和碑文，有租了讲解机，觉得一般。	1
第一次带小孩来耍，玩得很开心，景色很美，一家人玩得很嗨，小朋友喜欢玩雪球，大人可以选择刺激的雪上骑摩托，虽然很冷 但玩得很开心，喜欢玩雪的可以来感受一下	1
感觉一般，挨着锦里，锦里玩的很开心食品卫生	1
还不错的景点，在里面小院子里还喝了茶，舒心！	1
很不错，直接到景点就取票，方便，快捷	1
很适合带小孩老人去玩，可以玩上一整天，非常好。	1
.1.人太多，买往返票，却不能坐回，因为花N多时间等待 ，望该近	0
提示17:00--18:00兑换票，16:50到门口排队，18:10分才到兑换口，工作人员说时间过了，不能兑了。也不能退票。以前去的很多景点携程都有单独的兑换票口，这儿也没有，也故意把兑换时间缩短到只有一个小时，让很多第一次来的人兑换不了，而且没一点提示，周围很多人都上了这个当。携程太赞了！	0
